trade_date,ts_code,open,high,low,close,volume,pe,roe,revenue_growth,momentum_20d,vol_ma5,vol_ma20,volume_ratio,ma20,ma_slope,factor_score,factor_rank
2020-01-01,000001.SZ,10.147906901871371,10.290187085939465,10.095542970546598,10.162531116880212,64349631,27.023707183256647,0.1289713931056422,0.3124258344367228,,,,,,,-0.14465058412625612,0.3828
2020-01-02,000001.SZ,10.602983792916966,10.581237116255387,10.46955144038441,10.551648414381976,38043861,9.475488333886357,0.18666073052080429,0.257825970615954,,,,,,,0.4650266526961554,0.8344
2020-01-03,000001.SZ,10.504989161890563,10.55361696082365,10.471552896300334,10.493889269472266,83974992,22.306757460759634,0.2283583422966316,0.11967378753320199,,,,,,,0.18353575550796558,0.648
2020-01-06,000001.SZ,10.40902629829646,10.555521164105018,10.352515223691363,10.43645049408866,11897034,10.641995544574126,0.11310949472898305,0.16269548698064282,,,,,,,0.0034223843625316996,0.494
2020-01-07,000001.SZ,10.807775739499567,10.886258902927981,10.838943976617823,10.850986268715143,45474126,8.124586011567528,0.09309712438859695,0.24075230196404487,,48747928.8,,,,,0.06525917919999319,0.5452
2020-01-08,000001.SZ,11.02136441983031,11.197468349455084,11.02569274453338,11.05975735672256,18071962,9.139235766747484,0.16873919576317115,0.195975305652534,,39492395.0,,,,,0.3227599256803589,0.7444
2020-01-09,000001.SZ,10.908184447034428,11.074305071019332,10.803850623972577,10.935966424562494,40265186,28.15528232183526,0.06343941962054263,0.2850968395816227,,39936660.0,,,,,-0.49191135654905194,0.152
2020-01-10,000001.SZ,11.047499555786636,11.17495324712564,11.06325725813645,11.08511341038337,6432019,27.986197313728663,0.19290834029000103,0.008587746563597079,,24428065.4,,,,,-0.23617583253067498,0.3056
2020-01-13,000001.SZ,10.928305152838087,10.97460851462407,10.816085378908587,10.962665762380425,89238972,12.968136530808744,0.19062770865749618,0.22442597294971814,,39896453.0,,,,,0.3607196084567972,0.772
2020-01-14,000001.SZ,10.817658660725344,10.895362106603633,10.802409166874277,10.840956399788283,86588239,20.035346725569777,0.12099320619723103,0.17016768971872445,,48119275.6,,,,,-0.17719674302002314,0.3532
2020-01-15,000001.SZ,10.872523893533586,11.013274416943966,10.802657067461302,10.908152800846747,55089633,29.010621769850378,0.22853553066898036,0.17661229640839896,,55522809.8,,,,,0.09011867967929289,0.5704
2020-01-16,000001.SZ,10.452390334107521,10.564506787152329,10.382885802362294,10.411082757396926,55133825,18.927534853328776,0.1504362283078255,0.18162923034955716,,58496537.6,,,,,-0.007825133544703468,0.4808
2020-01-17,000001.SZ,9.940735690727827,10.080922414732221,9.954216808103974,9.98263944239929,11392034,16.658712043206677,0.17915299013858738,0.4288831782933903,,59488540.6,,,,,0.45789152153160173,0.8288
2020-01-20,000001.SZ,9.850891903105497,9.894147759809977,9.811870674693072,9.84847790431963,17394487,18.63147126898174,0.09191569638766757,0.3911764646819693,,45119643.6,,,,,-0.017037212150501663,0.474
2020-01-21,000001.SZ,9.600818289525822,9.704332127020374,9.571571588303515,9.609428642497663,31671003,25.38474675414277,0.133468067032,0.27774197670232204,,34136196.4,,,,,-0.12574606621180648,0.3972
2020-01-22,000001.SZ,9.732859210916638,9.76904670123915,9.582159622013071,9.686135365110523,81021414,18.500107915731178,0.22248350805395362,0.3298921613614212,,39322552.6,,,,,0.49078958186054283,0.8484
2020-01-23,000001.SZ,9.438572356018641,9.58825842165125,9.343937287472638,9.475332961800474,47737861,25.23210898821213,0.09258790952646856,-0.07431841835913602,,37843359.8,,,,,-0.7081632323171666,0.0672
2020-01-24,000001.SZ,9.145919693418145,9.178138676521916,9.069593721134668,9.155271290433497,52484872,17.497343804100524,0.12811487551849376,0.34639503162780116,,46061927.4,,,,,0.11788658195825914,0.596
2020-01-27,000001.SZ,9.537027379888256,9.603091945107906,9.373136576997524,9.492463072373878,37204667,13.544124766650423,0.11361530888562599,0.1916988130721892,,50023963.4,,,,,-0.030106815240626653,0.4628
2020-01-28,000001.SZ,9.476952958210294,9.523434888676029,9.392672041104053,9.442440166543303,99752512,15.182400056009655,0.08022203697295603,0.09064853872887654,,63640265.2,48660916.5,1.307831207823634,10.269569466054865,,-0.18777045564176703,0.3456
2020-01-29,000001.SZ,9.490435624167988,9.597444235266165,9.364372201374655,9.460439213632425,44683574,9.71211622201765,0.10794358362550711,-0.016133820437114255,-0.06908632260732717,56372697.2,47677613.65,1.1823724570996854,10.234464870892477,,-0.24184952573794766,0.3012
2020-01-30,000001.SZ,9.11597021440883,9.190968209584257,9.125834918986882,9.138093279901467,63612095,18.94238517700408,0.09655445671504335,-0.05487472578880493,-0.13396533688080647,59547544.0,48956025.35,1.2163476012253516,10.163787114168452,,-0.6529010086176775,0.086
2020-01-31,000001.SZ,8.989555307717238,9.108138731107568,8.964885283505712,9.019238741939885,77802238,11.258440347558505,0.23471872609226546,-0.07306858870196614,-0.14052468914669047,64611017.2,48647387.65,1.3281497798988187,10.090054587791832,,0.15935286110044805,0.6264
2020-02-03,000001.SZ,9.061301738853567,9.173128611637603,9.014518262771816,9.046046195274005,29563971,25.854034139364124,0.1982157609085592,-0.0029222950658555347,-0.13322578395808016,63082878.0,49530734.5,1.2736107921032345,10.020534372851099,,-0.2816499608085662,0.2708
2020-02-04,000001.SZ,8.834409169057862,8.818059528237988,8.681009740657741,8.79663851542229,98223097,17.252992631451672,0.11322031635656488,-0.08191372312135502,-0.18932359717529235,62776995.0,52168183.05,1.203357896130523,9.917816985186457,-0.03425192088442397,-0.9190901224938565,0.03
2020-02-05,000001.SZ,8.885261232924996,9.005619922972294,8.854185556618159,8.880220562827517,55351768,24.830051127817907,0.20266781064854195,0.33958534546551256,-0.19706913303755558,64910633.8,54032173.35,1.2013330165257918,9.808840145491704,-0.04158739423800062,-0.2867699531605842,0.2672
2020-02-06,000001.SZ,8.758912691669531,8.845688802476314,8.734426938596416,8.752644687409134,72415950,28.998129405849937,0.05442799060677428,0.04916847141304381,-0.19964598028113512,66671404.8,55639711.55,1.198270137329639,9.699674058634036,-0.045663397936329786,-1.409459060993191,0.002
2020-02-07,000001.SZ,8.673341615334326,8.709414725995865,8.621352631038182,8.692466859702323,26793044,26.688514893691192,0.155304942154228,0.12124425615920548,-0.2158432180260661,56469566.0,56657762.8,0.9966783580801747,9.580041731099984,-0.05054609489515771,-0.9845975833276921,0.024
2020-02-10,000001.SZ,8.590452524658776,8.612029950332037,8.511569477658469,8.567364083891864,9329442,28.93220095440803,0.10006691274693463,0.3936297282895297,-0.21849627913570968,52422660.2,52662286.3,0.9954497588913075,9.460276647175558,-0.05591096291166486,-1.011238198365299,0.0208
2020-02-11,000001.SZ,8.93940592163694,9.065344819565054,8.928975854622871,8.967470180161996,57501560,20.494603591156064,0.07286441436170284,-0.0312055020852456,-0.17281558476361691,44278352.8,51207952.35,0.8646772770245322,9.366602336194243,-0.05557822349570729,-1.3998708857039253,0.0028
2020-02-12,000001.SZ,8.950930657008959,8.984162439370117,8.85418802709625,8.966740883003524,98480308,11.637137547571921,0.2267517056676977,0.4013564181417276,-0.17797806404880212,52904060.8,53377486.1,0.9911306182701624,9.269531740302082,-0.05498187320725145,0.04294674231803053,0.5256
2020-02-13,000001.SZ,8.732959677532055,8.819445726195704,8.669874299348859,8.73947614218994,9831924,28.57871099204141,0.08986810685251452,0.2837242103301728,-0.16056030426031664,40387255.6,51112391.05,0.7901656481007066,9.185951409541733,-0.05296287751391193,-1.1495961115639688,0.0088
2020-02-14,000001.SZ,8.920339663885184,8.971772738596998,8.835649077241165,8.919660843917592,40722995,27.107096593128958,0.21447821858925648,0.10521770876276182,-0.10648271978720436,43173245.8,52578939.1,0.8211129121089473,9.132802479617647,-0.04668447842251566,-0.618065702052426,0.0944
2020-02-17,000001.SZ,8.636598006417708,8.742831656001984,8.546763092846755,8.658902496528434,4456653,27.017085803472426,0.13264453549835425,-0.029315672159389447,-0.12078774195852515,42198688.0,51932047.4,0.8125750882681356,9.073323709228086,-0.04090291990171335,-1.1187316758375234,0.0104
2020-02-18,000001.SZ,8.671978901932643,8.719789735184827,8.619720719005432,8.705509318044648,61186000,23.252037402991807,0.05285815400814007,-0.04510438159545252,-0.09406587613913231,42935576.0,53407797.25,0.8039196186845171,9.028127743005436,-0.036136325749720255,-1.3223329068034937,0.0052
2020-02-19,000001.SZ,8.308550799334435,8.408934293033623,8.182800503293684,8.299370032681896,69997670,21.748157768093748,0.19650656586020504,0.10130860764759236,-0.1431701375373876,37239048.4,52856610.05,0.7045296390512656,8.958789476384005,-0.03352297317965158,-0.5973641791062707,0.104
2020-02-20,000001.SZ,8.01859390867066,8.153129906213353,7.917948777363743,8.03557866684271,31912354,8.323925620949293,0.1692719516438736,-0.015794816369172515,-0.15194762028543918,41655134.4,52065334.7,0.8000550585147779,8.886801761636116,-0.0325659950252819,-0.4957053573680223,0.1496
2020-02-21,000001.SZ,8.083015609453632,8.194082265959311,7.97059092615809,8.076454441511341,38516108,24.457189519938556,0.11883437663356387,0.06062617788516486,-0.11783559598604465,41213757.0,51366896.5,0.8023408032836868,8.832860919190008,-0.03284222571297701,-0.9565205029589771,0.0264
2020-02-24,000001.SZ,8.197569958681022,8.320561016506232,8.213528274486139,8.226002088942732,45181713,10.013772584621726,0.10630918678525268,-0.06822651972920529,-0.13341753070569806,49358769.0,51765748.8,0.9535024633894604,8.769537870018452,-0.0334812080936413,-0.7763990278420727,0.052
2020-02-25,000001.SZ,8.261124382927985,8.285993457780538,8.202310710503317,8.262682716472371,5058848,13.714520594256669,0.06473825047408695,0.25700505301801935,-0.124942009614324,38133338.6,47031065.6,0.8108117074004805,8.710549997514907,-0.035176478947872014,-0.7374335831892898,0.0616
2020-02-26,000001.SZ,8.244039045529771,8.337082196312542,8.229168479041983,8.241353235275824,63201082,20.132786497729413,0.23828511896705445,-0.012834329827717317,-0.1288614567281302,36774021.0,47956941.0,0.7668133169711554,8.649595698597075,-0.03451289692675408,-0.4595052211681873,0.1652
2020-02-27,000001.SZ,8.146130074278242,8.19380293562352,8.109608053347296,8.182803473474431,1809178,17.938116867272917,0.14879697693841715,0.35403938787537625,-0.10453929251610095,30753385.8,44866795.15,0.6854375423335759,8.601831208275723,-0.032066716576327536,-0.3571138914949261,0.224
2020-02-28,000001.SZ,7.880683348293018,7.903919579947894,7.8096362484955595,7.893581122143893,56109050,8.347036574971812,0.06710490351522161,0.030904985766783244,-0.12480627822408452,34271974.2,43782135.75,0.7827844305197013,8.545548327285925,-0.032527693409037606,-0.85357046311826,0.0388
2020-03-02,000001.SZ,7.729123632862404,7.8003869538377675,7.6960910200594554,7.757483855276122,75042970,26.127671285937673,0.2237359435488941,0.3787859476029115,-0.1424448109353098,40244225.6,46056085.7,0.873809074052509,8.48112021028603,-0.03288858136053818,-0.17653937279767826,0.3544
2020-03-03,000001.SZ,7.6388168898734685,7.732474809165836,7.60444041708782,7.672316142496065,64391073,27.33362107789038,0.10576663456356335,0.013929191735520624,-0.127812728800332,52110670.6,44364484.5,1.1746033158573048,8.424904091639718,-0.03279309641258965,-0.9785433875591294,0.0248
2020-03-04,000001.SZ,7.914232146295837,7.968464634724556,7.7691604353503845,7.875644619615364,42040759,23.00120475692887,0.09072054314693097,0.33281993822077915,-0.11312511171369943,47878606.0,43698934.05,1.0956470001125806,8.37467529447911,-0.03178419127295817,-0.5783244112178022,0.112
2020-03-05,000001.SZ,7.930115077578691,8.028167477056789,7.896336459406281,7.9442276926210855,20339821,19.903492890450092,0.10618748766844376,0.0998448077751184,-0.09236259709604955,51584734.6,41095127.6,1.255251841583283,8.334254444739708,-0.03110695351457049,-0.5892070018124252,0.1068
2020-03-06,000001.SZ,7.6337706650674315,7.665306475759461,7.519053084175782,7.610188635205596,99175525,29.13623245578837,0.16291429172142227,0.24987199693340498,-0.12450760433888963,60198029.6,44714251.65,1.3462828377672291,8.28014053351487,-0.031058018000273524,-0.398818383015458,0.198
2020-03-09,000001.SZ,7.653960078898909,7.709851466177296,7.624249707487055,7.672785976331815,35275469,10.639036570460222,0.0648112968994073,-0.07680291140695694,-0.10441695938217588,52244529.4,46011553.0,1.1354654645106197,8.23541162813687,-0.028971241540847514,-0.8160167643304447,0.0432
2020-03-10,000001.SZ,7.616411624580702,7.71634580738684,7.557778664414808,7.602612675614321,90393763,24.23402118062976,0.14635138182453528,0.19714666061255445,-0.15220095267972433,57445067.4,47656163.15,1.2054068897487398,8.167168752909486,-0.030592079853584364,-0.5263643949196578,0.1368
2020-03-11,000001.SZ,7.498859060440685,7.5315010846861545,7.38312341174881,7.479395589365795,29398068,10.823933483694352,0.22914868902486252,-0.010787263178762066,-0.1658735668895034,54916529.2,44202051.15,1.2423977569194773,8.092801488227598,-0.03365787882395066,-0.10982198455345463,0.41
2020-03-12,000001.SZ,7.6015167669762835,7.649839238310941,7.48686257745933,7.594253718361478,67134855,16.400585576315144,0.08763431916922478,0.19179213634941586,-0.13104016822013909,64275536.0,47067197.7,1.3656121277855469,8.035540367036175,-0.03584172761752802,-0.5304866417153979,0.1352
2020-03-13,000001.SZ,7.7883100194627515,7.816160922969714,7.758822108107786,7.79052438342445,17530109,20.88065920176153,0.11623775443044877,-0.015184521468310189,-0.12658961817624625,47946452.8,45907553.4,1.044413157508847,7.979083544011519,-0.03635892268794083,-0.8968216397013324,0.0324
2020-03-16,000001.SZ,7.965332249116439,8.06904408669733,7.904094927222965,7.972360609350526,24195170,24.21592919109575,0.12922439301033056,0.16225347208362248,-0.07928740246851829,45730393.0,46894479.25,0.9751764755976046,7.944756449652624,-0.03529333949637703,-0.6576821076513526,0.0828
2020-03-17,000001.SZ,7.800211116362269,7.895696379608327,7.701198562881687,7.812017553909458,28965074,8.081754205983648,0.16724414230544904,-0.03362750786062699,-0.10263520852055996,33444655.2,45283432.95,0.7385627153517299,7.900081861445864,-0.032702506773656936,-0.464114033091565,0.1624
2020-03-18,000001.SZ,7.788286617422684,7.786700593905392,7.746664393223311,7.754976732228126,35575901,13.733153500179075,0.2338508493052623,0.031970910640577443,-0.06559453287538886,34680221.8,43562344.5,0.7961054942761402,7.872862196423175,-0.02717715146286037,-0.09893091676811834,0.418
2020-03-19,000001.SZ,7.8459957440338846,7.8369802208493775,7.709164657835574,7.820140840698201,91642430,19.84040861101605,0.12890784164848512,0.25704736130231276,-0.026810493067969343,39581736.8,46548848.3,0.8503268769380058,7.8620903051159505,-0.021585363771148502,-0.3147563214066298,0.2484
2020-03-20,000001.SZ,8.048609365357388,8.095689861045948,7.969138524919279,8.011354411435343,73888141,19.72322094155315,0.06383056813555273,0.48599638232608533,-0.00806047140455557,50853343.2,48317449.95,1.0524840042805281,7.8588353036121505,-0.015070432554828539,-0.160499652952817,0.3664
2020-03-23,000001.SZ,7.890046199377438,8.000291294159862,7.910071675615901,7.919801112049832,45324346,22.027781568817808,0.11959017228619849,0.16951086103518317,-0.03722354718393406,55079178.4,48324581.6,1.1397755878345772,7.8435252547675045,-0.012741887750321923,-0.3272474169615081,0.2424
